sec,nanosec,latitude,longitude,datetime
1749194777,499658729,43.5140558,16.2503240,2025-06-06T07:26:17.499659+00:00
1749194777,749658609,43.5140558,16.2503240,2025-06-06T07:26:17.749659+00:00
1749194777,999658491,43.5140558,16.2503240,2025-06-06T07:26:17.999659+00:00
1749194778,249658370,43.5140559,16.2503239,2025-06-06T07:26:18.249658+00:00
1749194778,499658250,43.5140559,16.2503239,2025-06-06T07:26:18.499658+00:00
1749194778,749658130,43.5140559,16.2503240,2025-06-06T07:26:18.749658+00:00
1749194778,999658012,43.5140559,16.2503239,2025-06-06T07:26:18.999658+00:00
1749194779,249657891,43.5140560,16.2503238,2025-06-06T07:26:19.249658+00:00
1749194779,499657771,43.5140560,16.2503236,2025-06-06T07:26:19.499658+00:00
1749194779,749657652,43.5140560,16.2503236,2025-06-06T07:26:19.749658+00:00
1749194779,999657533,43.5140560,16.2503237,2025-06-06T07:26:19.999658+00:00
1749194780,249657412,43.5140560,16.2503236,2025-06-06T07:26:20.249657+00:00
1749194780,499657293,43.5140561,16.2503235,2025-06-06T07:26:20.499657+00:00
1749194780,749657173,43.5140561,16.2503236,2025-06-06T07:26:20.749657+00:00
1749194780,999657055,43.5140561,16.2503236,2025-06-06T07:26:20.999657+00:00
1749194781,249656934,43.5140561,16.2503235,2025-06-06T07:26:21.249657+00:00
1749194781,499656815,43.5140561,16.2503235,2025-06-06T07:26:21.499657+00:00
1749194781,749656695,43.5140561,16.2503234,2025-06-06T07:26:21.749657+00:00
1749194781,999656577,43.5140561,16.2503234,2025-06-06T07:26:21.999657+00:00
1749194782,249656456,43.5140561,16.2503234,2025-06-06T07:26:22.249656+00:00
1749194782,499656337,43.5140561,16.2503233,2025-06-06T07:26:22.499656+00:00
1749194782,749656217,43.5140561,16.2503232,2025-06-06T07:26:22.749656+00:00
1749194782,999656099,43.5140562,16.2503232,2025-06-06T07:26:22.999656+00:00
1749194783,249655978,43.5140562,16.2503232,2025-06-06T07:26:23.249656+00:00
1749194783,499655859,43.5140562,16.2503231,2025-06-06T07:26:23.499656+00:00
1749194783,749655739,43.5140563,16.2503232,2025-06-06T07:26:23.749656+00:00
1749194783,999655621,43.5140562,16.2503231,2025-06-06T07:26:23.999656+00:00
1749194784,249655501,43.5140563,16.2503231,2025-06-06T07:26:24.249655+00:00
1749194784,499655381,43.5140563,16.2503231,2025-06-06T07:26:24.499655+00:00
1749194784,749655262,43.5140563,16.2503231,2025-06-06T07:26:24.749655+00:00
1749194784,999655144,43.5140563,16.2503230,2025-06-06T07:26:24.999655+00:00
1749194785,249655023,43.5140563,16.2503230,2025-06-06T07:26:25.249655+00:00
1749194785,499654904,43.5140562,16.2503228,2025-06-06T07:26:25.499655+00:00
1749194785,749654785,43.5140562,16.2503228,2025-06-06T07:26:25.749655+00:00
1749194785,999654666,43.5140562,16.2503228,2025-06-06T07:26:25.999655+00:00
1749194786,249654546,43.5140562,16.2503228,2025-06-06T07:26:26.249655+00:00
1749194786,499654427,43.5140563,16.2503227,2025-06-06T07:26:26.499655+00:00
1749194786,749654307,43.5140563,16.2503227,2025-06-06T07:26:26.749654+00:00
1749194786,999654189,43.5140563,16.2503227,2025-06-06T07:26:26.999654+00:00
1749194787,249654069,43.5140562,16.2503227,2025-06-06T07:26:27.249654+00:00
1749194787,499653950,43.5140562,16.2503226,2025-06-06T07:26:27.499654+00:00
1749194787,749653830,43.5140562,16.2503226,2025-06-06T07:26:27.749654+00:00
1749194787,999653712,43.5140562,16.2503226,2025-06-06T07:26:27.999654+00:00
1749194788,249653592,43.5140561,16.2503226,2025-06-06T07:26:28.249654+00:00
1749194788,499653473,43.5140561,16.2503226,2025-06-06T07:26:28.499654+00:00
1749194788,749653353,43.5140561,16.2503225,2025-06-06T07:26:28.749653+00:00
1749194788,999653235,43.5140560,16.2503225,2025-06-06T07:26:28.999653+00:00
1749194789,249653115,43.5140561,16.2503225,2025-06-06T07:26:29.249653+00:00
1749194789,499652996,43.5140561,16.2503224,2025-06-06T07:26:29.499653+00:00
1749194789,749652877,43.5140560,16.2503224,2025-06-06T07:26:29.749653+00:00
1749194789,999652759,43.5140561,16.2503224,2025-06-06T07:26:29.999653+00:00
1749194790,249652639,43.5140561,16.2503224,2025-06-06T07:26:30.249653+00:00
1749194790,499652520,43.5140560,16.2503223,2025-06-06T07:26:30.499653+00:00
1749194790,749652401,43.5140560,16.2503223,2025-06-06T07:26:30.749652+00:00
1749194790,999652282,43.5140559,16.2503223,2025-06-06T07:26:30.999652+00:00
1749194791,249652162,43.5140559,16.2503222,2025-06-06T07:26:31.249652+00:00
1749194791,499652043,43.5140559,16.2503222,2025-06-06T07:26:31.499652+00:00
1749194791,749651924,43.5140559,16.2503221,2025-06-06T07:26:31.749652+00:00
1749194791,999651806,43.5140559,16.2503221,2025-06-06T07:26:31.999652+00:00
1749194792,249651686,43.5140559,16.2503222,2025-06-06T07:26:32.249652+00:00
1749194792,499651567,43.5140558,16.2503221,2025-06-06T07:26:32.499652+00:00
1749194792,749651448,43.5140558,16.2503222,2025-06-06T07:26:32.749651+00:00
1749194792,999651330,43.5140558,16.2503221,2025-06-06T07:26:32.999651+00:00
1749194793,249651210,43.5140558,16.2503221,2025-06-06T07:26:33.249651+00:00
1749194793,499651091,43.5140558,16.2503221,2025-06-06T07:26:33.499651+00:00
1749194793,749650972,43.5140558,16.2503221,2025-06-06T07:26:33.749651+00:00
1749194793,999650854,43.5140558,16.2503221,2025-06-06T07:26:33.999651+00:00
1749194794,249650734,43.5140557,16.2503221,2025-06-06T07:26:34.249651+00:00
1749194794,499650615,43.5140558,16.2503221,2025-06-06T07:26:34.499651+00:00
1749194794,749650496,43.5140558,16.2503221,2025-06-06T07:26:34.749650+00:00
1749194794,999650378,43.5140558,16.2503221,2025-06-06T07:26:34.999650+00:00
1749194795,249650258,43.5140557,16.2503220,2025-06-06T07:26:35.249650+00:00
1749194795,499650139,43.5140558,16.2503220,2025-06-06T07:26:35.499650+00:00
1749194795,749650021,43.5140557,16.2503220,2025-06-06T07:26:35.749650+00:00
1749194795,999649903,43.5140558,16.2503220,2025-06-06T07:26:35.999650+00:00
1749194796,249649783,43.5140558,16.2503220,2025-06-06T07:26:36.249650+00:00
1749194796,499649664,43.5140558,16.2503220,2025-06-06T07:26:36.499650+00:00
1749194796,749649545,43.5140558,16.2503220,2025-06-06T07:26:36.749650+00:00
1749194796,999649427,43.5140558,16.2503221,2025-06-06T07:26:36.999650+00:00
1749194797,249649307,43.5140558,16.2503220,2025-06-06T07:26:37.249649+00:00
1749194797,499649188,43.5140558,16.2503220,2025-06-06T07:26:37.499649+00:00
1749194797,749649069,43.5140558,16.2503219,2025-06-06T07:26:37.749649+00:00
1749194797,999648951,43.5140558,16.2503219,2025-06-06T07:26:37.999649+00:00
1749194798,249648831,43.5140558,16.2503219,2025-06-06T07:26:38.249649+00:00
1749194798,499648712,43.5140557,16.2503219,2025-06-06T07:26:38.499649+00:00
1749194798,749648594,43.5140558,16.2503220,2025-06-06T07:26:38.749649+00:00
1749194798,999648476,43.5140558,16.2503220,2025-06-06T07:26:38.999649+00:00
1749194799,249648356,43.5140558,16.2503221,2025-06-06T07:26:39.249648+00:00
1749194799,499648237,43.5140558,16.2503220,2025-06-06T07:26:39.499648+00:00
1749194799,749648118,43.5140558,16.2503220,2025-06-06T07:26:39.749648+00:00
1749194799,999648000,43.5140558,16.2503219,2025-06-06T07:26:39.999648+00:00
1749194800,249647881,43.5140557,16.2503219,2025-06-06T07:26:40.249648+00:00
1749194800,499647762,43.5140557,16.2503219,2025-06-06T07:26:40.499648+00:00
1749194800,749647643,43.5140558,16.2503219,2025-06-06T07:26:40.749648+00:00
1749194800,999647525,43.5140558,16.2503220,2025-06-06T07:26:40.999648+00:00
1749194801,249647406,43.5140559,16.2503220,2025-06-06T07:26:41.249647+00:00
1749194801,499647287,43.5140558,16.2503220,2025-06-06T07:26:41.499647+00:00
1749194801,749647168,43.5140559,16.2503221,2025-06-06T07:26:41.749647+00:00
1749194801,999647051,43.5140559,16.2503220,2025-06-06T07:26:41.999647+00:00
1749194802,249646931,43.5140559,16.2503219,2025-06-06T07:26:42.249647+00:00
1749194802,499646812,43.5140559,16.2503219,2025-06-06T07:26:42.499647+00:00
1749194802,749646694,43.5140559,16.2503219,2025-06-06T07:26:42.749647+00:00
1749194802,999646576,43.5140559,16.2503219,2025-06-06T07:26:42.999647+00:00
1749194803,249646457,43.5140559,16.2503219,2025-06-06T07:26:43.249646+00:00
1749194803,499646338,43.5140560,16.2503219,2025-06-06T07:26:43.499646+00:00
1749194803,749646219,43.5140559,16.2503219,2025-06-06T07:26:43.749646+00:00
1749194803,999646102,43.5140560,16.2503219,2025-06-06T07:26:43.999646+00:00
1749194804,249645982,43.5140559,16.2503219,2025-06-06T07:26:44.249646+00:00
1749194804,499645864,43.5140560,16.2503219,2025-06-06T07:26:44.499646+00:00
1749194804,749645745,43.5140560,16.2503219,2025-06-06T07:26:44.749646+00:00
1749194804,999645628,43.5140560,16.2503219,2025-06-06T07:26:44.999646+00:00
1749194805,249645508,43.5140560,16.2503219,2025-06-06T07:26:45.249645+00:00
1749194805,499645389,43.5140560,16.2503220,2025-06-06T07:26:45.499645+00:00
1749194805,749645271,43.5140560,16.2503219,2025-06-06T07:26:45.749645+00:00
1749194805,999645153,43.5140560,16.2503221,2025-06-06T07:26:45.999645+00:00
1749194806,249645034,43.5140561,16.2503221,2025-06-06T07:26:46.249645+00:00
1749194806,499644915,43.5140561,16.2503221,2025-06-06T07:26:46.499645+00:00
1749194806,749644797,43.5140562,16.2503221,2025-06-06T07:26:46.749645+00:00
1749194806,999644679,43.5140562,16.2503221,2025-06-06T07:26:46.999645+00:00
1749194807,249644560,43.5140562,16.2503220,2025-06-06T07:26:47.249645+00:00
1749194807,499644441,43.5140562,16.2503220,2025-06-06T07:26:47.499645+00:00
1749194807,749644323,43.5140562,16.2503220,2025-06-06T07:26:47.749644+00:00
1749194807,999644205,43.5140563,16.2503221,2025-06-06T07:26:47.999644+00:00
1749194808,249644086,43.5140564,16.2503221,2025-06-06T07:26:48.249644+00:00
1749194808,499643967,43.5140564,16.2503221,2025-06-06T07:26:48.499644+00:00
1749194808,749643849,43.5140565,16.2503221,2025-06-06T07:26:48.749644+00:00
1749194808,999643731,43.5140565,16.2503221,2025-06-06T07:26:48.999644+00:00
1749194809,249643612,43.5140565,16.2503221,2025-06-06T07:26:49.249644+00:00
1749194809,499643493,43.5140565,16.2503221,2025-06-06T07:26:49.499644+00:00
1749194809,749643375,43.5140565,16.2503220,2025-06-06T07:26:49.749643+00:00
1749194809,999643257,43.5140566,16.2503221,2025-06-06T07:26:49.999643+00:00
1749194810,249643138,43.5140567,16.2503221,2025-06-06T07:26:50.249643+00:00
1749194810,499643020,43.5140567,16.2503222,2025-06-06T07:26:50.499643+00:00
1749194810,749642901,43.5140568,16.2503222,2025-06-06T07:26:50.749643+00:00
1749194810,999642784,43.5140568,16.2503222,2025-06-06T07:26:50.999643+00:00
1749194811,249642664,43.5140569,16.2503222,2025-06-06T07:26:51.249643+00:00
1749194811,499642546,43.5140569,16.2503223,2025-06-06T07:26:51.499643+00:00
1749194811,749642428,43.5140570,16.2503223,2025-06-06T07:26:51.749642+00:00
1749194811,999642310,43.5140570,16.2503223,2025-06-06T07:26:51.999642+00:00
1749194812,249642191,43.5140571,16.2503223,2025-06-06T07:26:52.249642+00:00
1749194812,499642073,43.5140571,16.2503222,2025-06-06T07:26:52.499642+00:00
1749194812,749641954,43.5140571,16.2503223,2025-06-06T07:26:52.749642+00:00
1749194812,999641837,43.5140571,16.2503222,2025-06-06T07:26:52.999642+00:00
1749194813,249641718,43.5140571,16.2503222,2025-06-06T07:26:53.249642+00:00
1749194813,499641599,43.5140573,16.2503223,2025-06-06T07:26:53.499642+00:00
1749194813,749641481,43.5140573,16.2503223,2025-06-06T07:26:53.749641+00:00
1749194813,999641364,43.5140574,16.2503224,2025-06-06T07:26:53.999641+00:00
1749194814,249641244,43.5140574,16.2503223,2025-06-06T07:26:54.249641+00:00
1749194814,499641126,43.5140574,16.2503223,2025-06-06T07:26:54.499641+00:00
1749194814,749641008,43.5140574,16.2503222,2025-06-06T07:26:54.749641+00:00
1749194814,999640891,43.5140575,16.2503223,2025-06-06T07:26:54.999641+00:00
1749194815,249640772,43.5140576,16.2503222,2025-06-06T07:26:55.249641+00:00
1749194815,499640653,43.5140576,16.2503223,2025-06-06T07:26:55.499641+00:00
1749194815,749640535,43.5140576,16.2503225,2025-06-06T07:26:55.749640+00:00
1749194815,999640418,43.5140577,16.2503226,2025-06-06T07:26:55.999640+00:00
1749194816,249640299,43.5140577,16.2503225,2025-06-06T07:26:56.249640+00:00
1749194816,499640181,43.5140578,16.2503225,2025-06-06T07:26:56.499640+00:00
1749194816,749640062,43.5140578,16.2503227,2025-06-06T07:26:56.749640+00:00
1749194816,999639945,43.5140579,16.2503227,2025-06-06T07:26:56.999640+00:00
1749194817,249639826,43.5140579,16.2503229,2025-06-06T07:26:57.249640+00:00
1749194817,499639708,43.5140580,16.2503230,2025-06-06T07:26:57.499640+00:00
1749194817,749639590,43.5140580,16.2503230,2025-06-06T07:26:57.749640+00:00
1749194817,999639472,43.5140580,16.2503231,2025-06-06T07:26:57.999640+00:00
1749194818,249639353,43.5140581,16.2503231,2025-06-06T07:26:58.249639+00:00
1749194818,499639235,43.5140581,16.2503233,2025-06-06T07:26:58.499639+00:00
1749194818,749639117,43.5140582,16.2503234,2025-06-06T07:26:58.749639+00:00
1749194818,999639000,43.5140583,16.2503235,2025-06-06T07:26:58.999639+00:00
1749194819,249638881,43.5140582,16.2503235,2025-06-06T07:26:59.249639+00:00
1749194819,499638763,43.5140583,16.2503235,2025-06-06T07:26:59.499639+00:00
1749194819,749638645,43.5140583,16.2503235,2025-06-06T07:26:59.749639+00:00
1749194819,999638528,43.5140583,16.2503236,2025-06-06T07:26:59.999639+00:00
1749194820,249638409,43.5140583,16.2503236,2025-06-06T07:27:00.249638+00:00
1749194820,499638291,43.5140584,16.2503239,2025-06-06T07:27:00.499638+00:00
1749194820,749638173,43.5140584,16.2503242,2025-06-06T07:27:00.749638+00:00
1749194820,999638056,43.5140585,16.2503246,2025-06-06T07:27:00.999638+00:00
1749194821,249637937,43.5140584,16.2503251,2025-06-06T07:27:01.249638+00:00
1749194821,499637819,43.5140584,16.2503255,2025-06-06T07:27:01.499638+00:00
1749194821,749637701,43.5140584,16.2503258,2025-06-06T07:27:01.749638+00:00
1749194821,999637583,43.5140584,16.2503262,2025-06-06T07:27:01.999638+00:00
1749194822,249637464,43.5140584,16.2503265,2025-06-06T07:27:02.249637+00:00
1749194822,499637346,43.5140584,16.2503268,2025-06-06T07:27:02.499637+00:00
1749194822,749637228,43.5140584,16.2503273,2025-06-06T07:27:02.749637+00:00
1749194822,999637111,43.5140584,16.2503275,2025-06-06T07:27:02.999637+00:00
1749194823,249636992,43.5140584,16.2503277,2025-06-06T07:27:03.249637+00:00
1749194823,499636875,43.5140584,16.2503278,2025-06-06T07:27:03.499637+00:00
1749194823,749636757,43.5140584,16.2503280,2025-06-06T07:27:03.749637+00:00
1749194823,999636640,43.5140584,16.2503281,2025-06-06T07:27:03.999637+00:00
1749194824,249636521,43.5140584,16.2503280,2025-06-06T07:27:04.249636+00:00
1749194824,499636403,43.5140583,16.2503281,2025-06-06T07:27:04.499636+00:00
1749194824,749636285,43.5140584,16.2503281,2025-06-06T07:27:04.749636+00:00
1749194824,999636169,43.5140585,16.2503282,2025-06-06T07:27:04.999636+00:00
1749194825,249636050,43.5140584,16.2503282,2025-06-06T07:27:05.249636+00:00
1749194825,499635932,43.5140585,16.2503284,2025-06-06T07:27:05.499636+00:00
1749194825,749635814,43.5140585,16.2503285,2025-06-06T07:27:05.749636+00:00
1749194825,999635698,43.5140585,16.2503286,2025-06-06T07:27:05.999636+00:00
1749194826,249635579,43.5140586,16.2503287,2025-06-06T07:27:06.249636+00:00
1749194826,499635461,43.5140586,16.2503287,2025-06-06T07:27:06.499635+00:00
1749194826,749635343,43.5140585,16.2503289,2025-06-06T07:27:06.749635+00:00
1749194826,999635227,43.5140586,16.2503289,2025-06-06T07:27:06.999635+00:00
1749194827,249635108,43.5140586,16.2503292,2025-06-06T07:27:07.249635+00:00
1749194827,499634990,43.5140586,16.2503294,2025-06-06T07:27:07.499635+00:00
1749194827,749634873,43.5140586,16.2503296,2025-06-06T07:27:07.749635+00:00
1749194827,999634756,43.5140587,16.2503296,2025-06-06T07:27:07.999635+00:00
1749194828,249634637,43.5140587,16.2503298,2025-06-06T07:27:08.249635+00:00
1749194828,499634520,43.5140586,16.2503300,2025-06-06T07:27:08.499635+00:00
1749194828,749634402,43.5140587,16.2503299,2025-06-06T07:27:08.749635+00:00
1749194828,999634286,43.5140589,16.2503298,2025-06-06T07:27:08.999634+00:00
1749194829,249634167,43.5140587,16.2503299,2025-06-06T07:27:09.249634+00:00
1749194829,499634049,43.5140586,16.2503301,2025-06-06T07:27:09.499634+00:00
1749194829,749633932,43.5140587,16.2503301,2025-06-06T07:27:09.749634+00:00
1749194829,999633815,43.5140588,16.2503302,2025-06-06T07:27:09.999634+00:00
1749194830,249633697,43.5140588,16.2503304,2025-06-06T07:27:10.249634+00:00
1749194830,499633579,43.5140588,16.2503305,2025-06-06T07:27:10.499634+00:00
1749194830,749633462,43.5140588,16.2503306,2025-06-06T07:27:10.749634+00:00
1749194830,999633345,43.5140589,16.2503308,2025-06-06T07:27:10.999633+00:00
1749194831,249633227,43.5140589,16.2503309,2025-06-06T07:27:11.249633+00:00
1749194831,499633109,43.5140589,16.2503311,2025-06-06T07:27:11.499633+00:00
1749194831,749632992,43.5140589,16.2503313,2025-06-06T07:27:11.749633+00:00
1749194831,999632875,43.5140589,16.2503316,2025-06-06T07:27:11.999633+00:00
1749194832,249632756,43.5140588,16.2503319,2025-06-06T07:27:12.249633+00:00
1749194832,499632639,43.5140588,16.2503321,2025-06-06T07:27:12.499633+00:00
1749194832,749632521,43.5140588,16.2503323,2025-06-06T07:27:12.749633+00:00
1749194832,999632405,43.5140587,16.2503325,2025-06-06T07:27:12.999632+00:00
1749194833,249632286,43.5140587,16.2503327,2025-06-06T07:27:13.249632+00:00
1749194833,499632169,43.5140588,16.2503328,2025-06-06T07:27:13.499632+00:00
1749194833,749632052,43.5140588,16.2503330,2025-06-06T07:27:13.749632+00:00
1749194833,999631935,43.5140588,16.2503330,2025-06-06T07:27:13.999632+00:00
1749194834,249631817,43.5140587,16.2503333,2025-06-06T07:27:14.249632+00:00
1749194834,499631699,43.5140586,16.2503333,2025-06-06T07:27:14.499632+00:00
1749194834,749631582,43.5140586,16.2503335,2025-06-06T07:27:14.749632+00:00
1749194834,999631466,43.5140585,16.2503336,2025-06-06T07:27:14.999631+00:00
1749194835,249631348,43.5140586,16.2503338,2025-06-06T07:27:15.249631+00:00
1749194835,499631230,43.5140586,16.2503337,2025-06-06T07:27:15.499631+00:00
1749194835,749631113,43.5140585,16.2503339,2025-06-06T07:27:15.749631+00:00
1749194835,999630997,43.5140585,16.2503341,2025-06-06T07:27:15.999631+00:00
1749194836,249630878,43.5140584,16.2503343,2025-06-06T07:27:16.249631+00:00
1749194836,499630761,43.5140584,16.2503344,2025-06-06T07:27:16.499631+00:00
1749194836,749630644,43.5140583,16.2503346,2025-06-06T07:27:16.749631+00:00
1749194836,999630527,43.5140582,16.2503348,2025-06-06T07:27:16.999630+00:00
1749194837,249630409,43.5140583,16.2503350,2025-06-06T07:27:17.249630+00:00
1749194837,499630292,43.5140583,16.2503353,2025-06-06T07:27:17.499630+00:00
1749194837,749630174,43.5140582,16.2503353,2025-06-06T07:27:17.749630+00:00
1749194837,999630058,43.5140582,16.2503354,2025-06-06T07:27:17.999630+00:00
1749194838,249629940,43.5140582,16.2503355,2025-06-06T07:27:18.249630+00:00
1749194838,499629823,43.5140583,16.2503355,2025-06-06T07:27:18.499630+00:00
1749194838,749629705,43.5140583,16.2503355,2025-06-06T07:27:18.749630+00:00
1749194838,999629589,43.5140583,16.2503355,2025-06-06T07:27:18.999629+00:00
1749194839,249629471,43.5140584,16.2503356,2025-06-06T07:27:19.249629+00:00
1749194839,499629354,43.5140584,16.2503357,2025-06-06T07:27:19.499629+00:00
1749194839,749629236,43.5140584,16.2503358,2025-06-06T07:27:19.749629+00:00
1749194839,999629120,43.5140584,16.2503359,2025-06-06T07:27:19.999629+00:00
1749194840,249629002,43.5140584,16.2503360,2025-06-06T07:27:20.249629+00:00
1749194840,499628885,43.5140584,16.2503361,2025-06-06T07:27:20.499629+00:00
1749194840,749628768,43.5140583,16.2503361,2025-06-06T07:27:20.749629+00:00
1749194840,999628651,43.5140583,16.2503363,2025-06-06T07:27:20.999629+00:00
1749194841,249628533,43.5140581,16.2503364,2025-06-06T07:27:21.249629+00:00
1749194841,499628416,43.5140580,16.2503367,2025-06-06T07:27:21.499628+00:00
1749194841,749628299,43.5140579,16.2503370,2025-06-06T07:27:21.749628+00:00
1749194841,999628183,43.5140578,16.2503372,2025-06-06T07:27:21.999628+00:00
1749194842,249628064,43.5140578,16.2503376,2025-06-06T07:27:22.249628+00:00
1749194842,499627947,43.5140577,16.2503377,2025-06-06T07:27:22.499628+00:00
1749194842,749627830,43.5140576,16.2503379,2025-06-06T07:27:22.749628+00:00
1749194842,999627714,43.5140575,16.2503381,2025-06-06T07:27:22.999628+00:00
1749194843,249627596,43.5140574,16.2503381,2025-06-06T07:27:23.249628+00:00
1749194843,499627479,43.5140573,16.2503382,2025-06-06T07:27:23.499628+00:00
1749194843,749627362,43.5140572,16.2503382,2025-06-06T07:27:23.749627+00:00
1749194843,999627246,43.5140571,16.2503383,2025-06-06T07:27:23.999627+00:00
1749194844,249627128,43.5140571,16.2503384,2025-06-06T07:27:24.249627+00:00
1749194844,499627010,43.5140571,16.2503386,2025-06-06T07:27:24.499627+00:00
1749194844,749626893,43.5140571,16.2503386,2025-06-06T07:27:24.749627+00:00
1749194844,999626777,43.5140570,16.2503386,2025-06-06T07:27:24.999627+00:00
1749194845,249626659,43.5140570,16.2503386,2025-06-06T07:27:25.249627+00:00
1749194845,499626542,43.5140570,16.2503384,2025-06-06T07:27:25.499627+00:00
1749194845,749626425,43.5140569,16.2503382,2025-06-06T07:27:25.749626+00:00
1749194845,999626309,43.5140569,16.2503380,2025-06-06T07:27:25.999626+00:00
1749194846,249626191,43.5140569,16.2503378,2025-06-06T07:27:26.249626+00:00
1749194846,499626074,43.5140569,16.2503377,2025-06-06T07:27:26.499626+00:00
1749194846,749625957,43.5140569,16.2503376,2025-06-06T07:27:26.749626+00:00
1749194846,999625841,43.5140568,16.2503375,2025-06-06T07:27:26.999626+00:00
1749194847,249625723,43.5140568,16.2503372,2025-06-06T07:27:27.249626+00:00
1749194847,499625606,43.5140568,16.2503370,2025-06-06T07:27:27.499626+00:00
1749194847,749625490,43.5140569,16.2503369,2025-06-06T07:27:27.749625+00:00
1749194847,999625374,43.5140569,16.2503368,2025-06-06T07:27:27.999625+00:00
1749194848,249625256,43.5140569,16.2503366,2025-06-06T07:27:28.249625+00:00
1749194848,499625139,43.5140569,16.2503364,2025-06-06T07:27:28.499625+00:00
