mmsi,latitude,longitude,header_sec,header_nanosec,bag_name
238066340,43.472361666666664,16.216771666666666,1749302767,430045358,blue_lagoon_imu
238396340,43.51502333333333,16.231088333333332,1749302770,709339384,blue_lagoon_imu
238850640,43.456028333333336,16.197465,1749302771,477133476,blue_lagoon_imu
238134010,43.394125,16.187856666666665,1749302772,405161012,blue_lagoon_imu
538072144,43.374855,16.185011666666668,1749302775,668444505,blue_lagoon_imu
203245328,43.4137,16.1568,1749302776,68504199,blue_lagoon_imu
238322040,43.51459833333333,16.231676666666665,1749302776,244106191,blue_lagoon_imu
238066340,43.47210166666667,16.217171666666665,1749302778,515738732,blue_lagoon_imu
238605740,43.474135,16.203166666666668,1749302792,976638598,blue_lagoon_imu
203245328,43.41343,16.157821666666667,1749302807,549707784,blue_lagoon_imu
238066340,43.471385,16.21824,1749302808,861792712,blue_lagoon_imu
238396340,43.515033333333335,16.231095,1749302810,989468180,blue_lagoon_imu
244029246,91.0,181.0,1749302813,21009978,blue_lagoon_imu
203247262,43.41323166666667,16.164391666666667,1749302814,380377763,blue_lagoon_imu
538072144,43.377023333333334,16.185463333333335,1749302815,563941139,blue_lagoon_imu
238858440,43.46446,16.229091666666665,1749302815,740628503,blue_lagoon_imu
238134010,43.391936666666666,16.187746666666666,1749302816,187766776,blue_lagoon_imu
238322040,43.51459833333333,16.23168,1749302816,651811649,blue_lagoon_imu
238066340,43.471158333333335,16.218606666666666,1749302818,763296110,blue_lagoon_imu
232016168,43.40783666666667,16.135691666666666,1749302822,779075560,blue_lagoon_imu
238605740,43.47373833333333,16.202933333333334,1749302823,291108759,blue_lagoon_imu
238134010,43.391488333333335,16.187763333333333,1749302826,138379251,blue_lagoon_imu
538072144,43.377635,16.185598333333335,1749302826,633881743,blue_lagoon_imu
238066340,43.47094666666667,16.21894,1749302827,426610552,blue_lagoon_imu
238396340,43.51503,16.23107,1749302830,706149726,blue_lagoon_imu
238850640,43.45393333333333,16.196638333333333,1749302831,474425582,blue_lagoon_imu
238134010,43.390991666666665,16.187773333333332,1749302835,216982428,blue_lagoon_imu
538072144,43.378188333333334,16.185708333333334,1749302835,665383332,blue_lagoon_imu
203245328,43.41319333333333,16.158726666666666,1749302836,65418208,blue_lagoon_imu
238702640,43.514665,16.231593333333333,1749302837,232606911,blue_lagoon_imu
238066340,43.4707,16.21935,1749302838,512349459,blue_lagoon_imu
238396340,43.51503,16.23108,1749302840,432407016,blue_lagoon_imu
238605740,43.47334333333333,16.202693333333333,1749302852,974049170,blue_lagoon_imu
261034450,43.46355833333333,16.234111666666667,1749302867,210358042,blue_lagoon_imu
